-0.009555  0.000563  -0.000667  49.101754  49.638680  49.721530  0.019830  -0.023505  -0.242481
0.038621  -0.026628  0.031563  55.744127  55.440608  55.587162  -0.233810  0.277141  -0.428862
-0.003954  -0.000989  0.001173  44.551279  45.329298  45.375675  -0.245008  0.290413  -0.135740
-0.048222  -0.061187  0.072526  56.794337  56.846734  57.153832  0.431642  -0.511636  -0.897897
-0.000202  -0.000069  0.000082  33.835012  34.813122  34.799984  -0.432986  0.513229  0.038452
0.093575  -0.002608  0.003091  64.495741  62.732668  62.839433  -0.011745  0.013921  -0.312476
0.010360  -0.011210  0.013288  47.240906  47.112459  47.064188  0.204352  -0.242224  0.141286
0.000069  -0.000035  0.000042  30.269846  30.903393  30.818173  0.546593  -0.647891  0.249419
0.007338  0.005763  -0.006831  45.902719  45.956364  45.902885  -0.312194  0.370052  0.156508
0.000875  0.000833  -0.000988  36.618953  36.555850  36.353560  -0.561932  0.666072  0.592040
0.014584  0.011830  -0.014022  49.375969  49.334029  49.345201  -0.136882  0.162249  -0.032708
0.000009  -0.000008  0.000010  25.022766  24.901993  24.676633  0.558398  -0.661883  0.659579
0.000001  0.000000  -0.000001  20.494798  20.513359  20.336286  -0.507734  0.601829  0.518259
-0.162752  -0.084705  0.100403  68.246380  66.542284  66.872416  0.996305  -1.180945  -0.966229
0.002648  0.003196  -0.003788  41.066748  40.804327  40.612907  -0.426269  0.505268  0.560163
-0.484009  -0.292679  0.346920  82.343504  79.093757  79.817502  2.306594  -2.734063  -2.118229
0.416452  -0.078331  0.092847  81.329820  76.400099  76.596190  -0.853536  1.011717  -0.573916
-0.007394  -0.004221  0.005004  46.477296  46.727119  46.715546  -0.297737  0.352915  0.033867
0.222159  -1.262148  1.496055  87.419015  94.123670  97.985270  -1.547525  1.834319  -11.302015
2.121346  3.525400  -4.178744  134.885033  141.097582  150.142767  12.995765  -15.404203  -26.473032
-0.040628  -0.116378  0.137946  58.162348  58.968662  59.531910  0.403199  -0.477921  -1.653978
-0.450321  0.451305  -0.534943  80.969062  80.057504  81.329372  -2.684895  3.182473  -3.722503
0.000154  -0.000062  0.000073  32.966202  33.831839  33.794513  0.479884  -0.568818  0.109243
0.597045  0.347105  -0.411432  86.225056  82.210390  82.995288  2.633438  -3.121480  -2.297209
0.000660  -0.000414  0.000491  36.238302  36.656850  36.544652  0.565682  -0.670517  0.328381
-0.005178  -0.001765  0.002092  45.550933  46.147138  46.177311  -0.271821  0.322196  -0.088310
0.034587  -0.017497  0.020740  55.538515  55.204278  55.318053  -0.145444  0.172398  -0.333002
0.820172  0.384968  -0.456313  93.322003  87.075889  87.802763  2.928924  -3.471727  -2.127382
-0.005369  0.007770  -0.009210  44.053072  43.740927  43.593938  0.288666  -0.342163  0.429947
0.128706  0.136852  -0.162214  64.972105  64.807358  65.397985  1.082016  -1.282541  -1.728772
0.002505  -0.000020  0.000024  42.675136  43.748673  43.822739  0.000795  -0.000943  -0.216767
0.073720  0.343533  -0.407198  67.465867  69.746724  71.094280  0.642052  -0.761040  -3.944492
0.033580  0.029893  -0.035432  54.424162  54.255971  54.402895  0.202044  -0.239487  -0.430177
0.000466  0.000790  -0.000937  34.393046  33.773690  33.450316  -0.456276  0.540835  0.946392
0.086006  0.052964  -0.062779  61.977060  61.137637  61.400176  0.641515  -0.760403  -0.768329
-0.005335  0.007349  -0.008711  44.006296  43.715923  43.571209  0.300940  -0.356712  0.423283
